A0A345ARL4|label=PF13479.12-281-483|priority=2600	A0A345ARL4|label=PF13479.12-281-483|priority=2600
A0A1C4SZ95|label=PF17866.7-546-609|priority=3166	A0A0K9X8Z6|label=PF17866.7-546-609|priority=3172
A0A1C4SZ95|label=PF17866.7-546-609|priority=3166	A0A7K3DWU3|label=PF00004.35-386-521|priority=5846
A0A1C4SZ95|label=PF17866.7-546-609|priority=3166	A0A387HJR3|label=PF17866.7-594-657|priority=3176
A0A3Q8W9L5|label=PF17866.7-657-717|priority=3168	A0A3Q8W9L5|label=PF17866.7-657-717|priority=3168
A0A3Q8W9L5|label=PF17866.7-657-717|priority=3168	A0A101QP83|label=PF17866.7-1036-1095|priority=3184
A0A3Q8W9L5|label=PF17866.7-657-717|priority=3168	A0A810N1R6|label=PF17866.7-762-821|priority=3179
A0A0W8I6E6|label=PF17866.7-477-535|priority=3169	A0A0W8I6E6|label=PF17866.7-477-535|priority=3169
A0A0F9WWD7|label=PF17866.7-769-827|priority=3170	A0A0F9WWD7|label=PF17866.7-769-827|priority=3170
A0A0F9WWD7|label=PF17866.7-769-827|priority=3170	W9HVU4|label=PF17866.7-672-733|priority=6731
I3CEQ6|label=PF17866.7-540-602|priority=3175	I3CEQ6|label=PF17866.7-540-602|priority=3175
A0A1V2IKR5|label=PF17866.7-874-931|priority=3180	A0A1V2IKR5|label=PF17866.7-874-931|priority=3180
A0A1V2IKR5|label=PF17866.7-874-931|priority=3180	A0A1A5NUU0|label=PF17866.7-748-807|priority=6738
A0A1V2IKR5|label=PF17866.7-874-931|priority=3180	A0A973NXN9|label=PF17866.7-796-854|priority=3178
A0A8J4X1T8|label=PF17867.7-1022-1105|priority=3194	A0A8J4X1T8|label=PF17867.7-1022-1105|priority=3194
A0A8J4X1T8|label=PF17867.7-1022-1105|priority=3194	A0A8S9Z3M6|label=PF17867.7-1771-1872|priority=6749
A0A367KSL9|label=PF17867.7-1717-1815|priority=3196	A0A367KSL9|label=PF17867.7-1717-1815|priority=3196
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A9J6CEH5|label=PF17865.7-938-1040|priority=6721
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A6P7TCC2|label=PF07728.20-1740-1880|priority=2861
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8R2C839|label=PF17865.7-882-984|priority=3160
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A9J7DQX4|label=PF17865.7-881-983|priority=3157
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7F5R934|label=PF17867.7-465-567|priority=3187
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	G3SD94|label=PF17867.7-1900-2001|priority=3193
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A2Y9KSV4|label=PF07728.20-2061-2125|priority=6418
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8C4UIW8|label=PF07728.20-2175-2301|priority=2852
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A6I8P683|label=PF07728.20-1394-1449|priority=2854
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K5S110|label=PF17865.7-870-972|priority=3156
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7L3SZ41|label=PF17865.7-871-973|priority=3164
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K7F1X2|label=PF17867.7-1183-1286|priority=3202
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8C8ZCD2|label=PF17867.7-1226-1329|priority=3190
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A803VB92|label=PF17865.7-857-955|priority=6702
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8C0KRN5|label=PF17865.7-849-951|priority=6706
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8C0BE41|label=PF17865.7-900-1002|priority=6707
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K6UTB8|label=PF17865.7-871-973|priority=6709
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8W4F9U2|label=PF17865.7-850-952|priority=6714
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K5WIN0|label=PF17865.7-622-724|priority=6717
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	F6PGH2|label=PF17867.7-470-594|priority=6743
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7L1QDR7|label=PF17867.7-1215-1318|priority=6751
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7L0NXU0|label=PF17867.7-1180-1283|priority=3201
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A851K0Y0|label=PF07728.20-2024-2096|priority=6424
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A663DUR8|label=PF17867.7-444-569|priority=6754
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A2U4AVJ0|label=PF17867.7-1227-1330|priority=6756
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K6IAT4|label=PF17867.7-468-592|priority=6758
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7R5L2V8|label=PF17865.7-906-1008|priority=3159
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7K8CEF0|label=PF17865.7-870-972|priority=3163
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A803TI78|label=PF17865.7-873-975|priority=6720
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A8C0YEJ7|label=PF17867.7-1891-1992|priority=6748
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A1S3S7W7|label=PF17865.7-903-1005|priority=6719
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7E5VLI1|label=PF17867.7-455-572|priority=6755
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A7E5VLK3|label=PF17865.7-882-984|priority=6705
A0A6P4IXT1|label=PF17867.7-1298-1399|priority=3199	A0A2A4JF47|label=PF17867.7-1527-1634|priority=6760
A0A6A3M7S1|label=PF02739.22-39-203|priority=4926	A0A6A3M7S1|label=PF02739.22-39-203|priority=4926
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A0W0Z098|label=PF02739.22-4-166|priority=4927
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A263D1B7|label=PF01367.25-183-278|priority=1269
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1Q4YJ67|label=PF02739.22-1-167|priority=1291
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A6L6XXL4|label=PF02739.22-3-172|priority=1296
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A1SL23|label=PF02739.22-3-172|priority=1287
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A6I1GCY5|label=PF01367.25-172-267|priority=4891
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1C5CGW8|label=PF01367.25-184-279|priority=4905
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A917Z4Z2|label=PF02739.22-7-175|priority=4920
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A4R6ICG1|label=PF01367.25-173-268|priority=1271
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1H6LCP6|label=PF02739.22-5-173|priority=4917
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A8J6M8I4|label=PF01367.25-173-276|priority=1279
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1S2SXN1|label=PF01367.25-172-274|priority=1285
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	K9Z365|label=PF02739.22-8-181|priority=1292
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1H9PTF8|label=PF02739.22-26-195|priority=1295
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A421BN77|label=PF01367.25-176-272|priority=1277
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A926JB21|label=PF02739.22-8-175|priority=1297
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A5P8N168|label=PF01367.25-188-284|priority=4898
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1Q3GMP9|label=PF01367.25-174-269|priority=4899
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A0Q7D6Y0|label=PF01367.25-195-291|priority=4904
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	Q03RJ7|label=PF02739.22-5-175|priority=1304
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	U5MNK8|label=PF01367.25-170-266|priority=1278
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A162UEP0|label=PF01367.25-172-268|priority=4909
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1I6K376|label=PF02739.22-14-176|priority=1305
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	B2VFC5|label=PF01367.25-171-273|priority=1276
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A2G8TH90|label=PF02739.22-4-166|priority=4910
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A7C9PHW8|label=PF02739.22-21-185|priority=4915
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1C4DQY8|label=PF02739.22-8-170|priority=4922
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A090V518|label=PF02739.22-8-170|priority=4923
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A0N0LWU6|label=PF02739.22-6-178|priority=4929
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	Q0AVE2|label=PF01367.25-171-267|priority=4894
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A139SU72|label=PF01367.25-168-270|priority=4902
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A7V7FR86|label=PF01367.25-179-275|priority=1280
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A8S0GRC6|label=PF02739.22-5-167|priority=1286
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A931E773|label=PF01367.25-178-273|priority=4903
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A024H9Y6|label=PF02739.22-5-167|priority=4921
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1I5YQ56|label=PF01367.25-172-268|priority=4906
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	N2BUQ8|label=PF02739.22-10-177|priority=4913
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A4Q1CK26|label=PF02739.22-6-174|priority=4914
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1V1ZKH2|label=PF02739.22-6-173|priority=1294
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A2N3HH91|label=PF01367.25-175-270|priority=1270
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1M7EI17|label=PF02739.22-4-172|priority=1301
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A0E9MXR2|label=PF01367.25-175-269|priority=4895
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A5B8UMK1|label=PF01367.25-175-269|priority=4908
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1I2H4Q4|label=PF02739.22-3-165|priority=4924
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A1R4IR90|label=PF02739.22-1-168|priority=4916
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A4P8R4K1|label=PF02739.22-7-176|priority=4912
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	J9DFR8|label=PF02739.22-8-175|priority=4918
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	B1FVI2|label=PF01367.25-174-269|priority=1272
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A975F8B8|label=PF02739.22-6-165|priority=1290
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	W1RWV5|label=PF02739.22-5-171|priority=1293
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A7X4LIS3|label=PF01367.25-171-273|priority=4893
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A6G9I8E8|label=PF01367.25-169-271|priority=4907
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A087BQK3|label=PF02739.22-21-189|priority=4925
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A4R3KJL1|label=PF02739.22-3-169|priority=4928
A0A0W0Z098|label=PF02739.22-4-166|priority=4927	A0A075LRI4|label=PF01367.25-171-267|priority=1268
A0A6J0XPQ5|label=PF05761.20-1-362|priority=4941	A0A6J0XPQ5|label=PF05761.20-1-362|priority=4941
A0A6J0XPQ5|label=PF05761.20-1-362|priority=4941	G3QWY4|label=PF05761.20-1-372|priority=4931
A0A0L1KZ72|label=PF05761.20-6-373|priority=4943	A0A0L1KZ72|label=PF05761.20-6-373|priority=4943
A0A6G0X4H0|label=PF05761.20-278-650|priority=4945	A0A6G0X4H0|label=PF05761.20-278-650|priority=4945
A0A150GIR0|label=PF05761.20-1-72|priority=4947	A0A150GIR0|label=PF05761.20-1-72|priority=4947
A0A3B7RID6|label=PF02872.23-53-202|priority=4950	A0A3B7RID6|label=PF02872.23-53-202|priority=4950
A0A8J7UHK6|label=PF02872.23-336-498|priority=4951	A0A8J7UHK6|label=PF02872.23-336-498|priority=4951
A0A931BTY9|label=PF02872.23-370-569|priority=4955	A0A931BTY9|label=PF02872.23-370-569|priority=4955
A0A931BTY9|label=PF02872.23-370-569|priority=4955	A0A101JYW8|label=PF02872.23-373-572|priority=1332
A0A931BTY9|label=PF02872.23-370-569|priority=4955	A0A081NDQ0|label=PF02872.23-361-563|priority=4964
A0A931BTY9|label=PF02872.23-370-569|priority=4955	A0A248JV31|label=PF02872.23-375-574|priority=4956
A0A931BTY9|label=PF02872.23-370-569|priority=4955	A0A4Q4Z8J1|label=PF02872.23-369-559|priority=4954
A0A0M0LHI9|label=PF02872.23-390-584|priority=4957	A0A0M0LHI9|label=PF02872.23-390-584|priority=4957
A0A1H0H4U4|label=PF02872.23-362-539|priority=4960	A0A1H0H4U4|label=PF02872.23-362-539|priority=4960
A0A3A9KP72|label=PF02872.23-309-464|priority=4961	A0A3A9KP72|label=PF02872.23-309-464|priority=4961
A0A934TGB7|label=PF02872.23-430-604|priority=4963	A0A934TGB7|label=PF02872.23-430-604|priority=4963
A0A8J7F779|label=PF02872.23-1615-1814|priority=4967	A0A8J7F779|label=PF02872.23-1615-1814|priority=4967
A0A1M4W959|label=PF02872.23-339-513|priority=4968	A0A1M4W959|label=PF02872.23-339-513|priority=4968
A0A7N9AVW7|label=PF02096.25-90-301|priority=4970	A0A7N9AVW7|label=PF02096.25-90-301|priority=4970
A0A7W7VWI0|label=PF02096.25-27-223|priority=4971	A0A7W7VWI0|label=PF02096.25-27-223|priority=4971
A0A3L8PV35|label=PF02096.25-20-198|priority=4972	A0A3L8PV35|label=PF02096.25-20-198|priority=4972
D7B9L5|label=PF02096.25-34-232|priority=4978	D7B9L5|label=PF02096.25-34-232|priority=4978
D7B9L5|label=PF02096.25-34-232|priority=4978	A0A5B9G4D6|label=PF02096.25-36-240|priority=1358
A0A923U0L1|label=PF02096.25-352-547|priority=4980	A0A923U0L1|label=PF02096.25-352-547|priority=4980
A0A923U0L1|label=PF02096.25-352-547|priority=4980	A0A1M6GK96|label=PF02096.25-376-579|priority=1357
A0A7I8K0F8|label=PF02096.25-128-342|priority=4981	A0A7I8K0F8|label=PF02096.25-128-342|priority=4981
A0A7I8K0F8|label=PF02096.25-128-342|priority=4981	A0A7J6URP9|label=PF02096.25-131-345|priority=1352
A0A7I8K0F8|label=PF02096.25-128-342|priority=4981	G7J2L0|label=PF02096.25-133-347|priority=1353
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	A0A2S9JA53|label=PF02096.25-391-588|priority=4983
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	A0A7W2IDX8|label=PF02096.25-379-557|priority=1354
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	A0A656HI16|label=PF02096.25-378-556|priority=1364
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	A0A257JW63|label=PF02096.25-384-587|priority=4969
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	H3KBD2|label=PF02096.25-373-551|priority=4975
A0A2S9JA53|label=PF02096.25-391-588|priority=4983	A0A087MGZ1|label=PF02096.25-387-566|priority=4979
A0A484KQV4|label=PF02096.25-156-349|priority=4984	A0A484KQV4|label=PF02096.25-156-349|priority=4984
A0A484KQV4|label=PF02096.25-156-349|priority=4984	A0A5E4GAM5|label=PF02096.25-161-354|priority=4977
A0A484KQV4|label=PF02096.25-156-349|priority=4984	A0A1Q3BCN1|label=PF02096.25-152-345|priority=4982
G3JP83|label=PF02096.25-200-396|priority=4985	G3JP83|label=PF02096.25-200-396|priority=4985
A0A7L4YSZ7|label=PF02096.25-28-252|priority=4986	A0A7L4YSZ7|label=PF02096.25-28-252|priority=4986
A0A395H238|label=PF02096.25-212-407|priority=4987	A0A395H238|label=PF02096.25-212-407|priority=4987
A0A1D2VIG1|label=PF01591.24-1-210|priority=4989	A0A1D2VIG1|label=PF01591.24-1-210|priority=4989
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A669D8Q3|label=PF01591.24-105-228|priority=4990
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A8B7TI69|label=PF01591.24-1-208|priority=1367
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A8D2CRL1|label=PF01591.24-2-186|priority=1378
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A060VXB7|label=PF01591.24-33-262|priority=1380
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A672IEF6|label=PF01591.24-45-265|priority=5002
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A7Y5KU95|label=PF01591.24-1-217|priority=1375
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A0D2D050|label=PF01591.24-1-204|priority=1383
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A9L0SVC3|label=PF01591.24-73-269|priority=5001
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A7K5H0Q9|label=PF01591.24-1-217|priority=1374
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A7N5JUA3|label=PF01591.24-18-238|priority=1376
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A8C7GAX4|label=PF01591.24-12-232|priority=1379
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A671REA7|label=PF01591.24-30-250|priority=1381
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A8C1HN19|label=PF01591.24-40-260|priority=5006
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A2T9ZJX6|label=PF01591.24-45-285|priority=1373
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	G9NSL7|label=PF01591.24-158-340|priority=4992
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A094CHM5|label=PF01591.24-173-270|priority=4999
A0A669D8Q3|label=PF01591.24-105-228|priority=4990	A0A395NTQ0|label=PF01591.24-226-401|priority=5003
A0A671MTN6|label=PF01591.24-51-243|priority=4991	A0A671MTN6|label=PF01591.24-51-243|priority=4991
A0A671MTN6|label=PF01591.24-51-243|priority=4991	A0A673AF72|label=PF01591.24-28-251|priority=5000
A0A671MTN6|label=PF01591.24-51-243|priority=4991	A0A2K5NI85|label=PF01591.24-26-248|priority=4995
A0A671MTN6|label=PF01591.24-51-243|priority=4991	A0A7K4TP35|label=PF01591.24-1-218|priority=4997
A0A671MTN6|label=PF01591.24-51-243|priority=4991	A0A8I3MJK6|label=PF01591.24-28-251|priority=4998
A0A8C6LAF4|label=PF01591.24-388-607|priority=4993	A0A8C6LAF4|label=PF01591.24-388-607|priority=4993
A0A3F2XWT5|label=PF01591.24-71-287|priority=4996	A0A3F2XWT5|label=PF01591.24-71-287|priority=4996
A0A3F2XWT5|label=PF01591.24-71-287|priority=4996	A0A1E4S8W1|label=PF01591.24-52-280|priority=5005
A0A133UQM3|label=PF18859.6-187-278|priority=14104	A0A133UQM3|label=PF18859.6-187-278|priority=14104
A0A1F2P650|label=PF18859.6-198-326|priority=14105	A0A1F2P650|label=PF18859.6-198-326|priority=14105
A0A1F2P650|label=PF18859.6-198-326|priority=14105	A0A4E0QTN6|label=PF18859.6-210-328|priority=14141
A0A2P8AP96|label=PF18859.6-1-121|priority=14109	A0A2P8AP96|label=PF18859.6-1-121|priority=14109
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A2B7GRR6|label=PF18859.6-179-307|priority=14118
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	L9ZYX0|label=PF18859.6-180-308|priority=14134
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A498GC05|label=PF18859.6-176-307|priority=14121
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A830EGD0|label=PF18859.6-176-315|priority=14116
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A1N7A0K5|label=PF18859.6-175-293|priority=14128
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A4D6H9H3|label=PF18859.6-177-296|priority=14136
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	V4X8L1|label=PF18859.6-178-297|priority=14142
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A4U7F1Z5|label=PF18859.6-178-305|priority=14113
A0A6B0GNJ2|label=PF18859.6-175-292|priority=14120	A0A238V8W8|label=PF18859.6-178-297|priority=14124
A0A5N8YVD3|label=PF18859.6-121-254|priority=14122	A0A5N8YVD3|label=PF18859.6-121-254|priority=14122
A0A1W1ZZJ9|label=PF18859.6-118-256|priority=14129	A0A1W1ZZJ9|label=PF18859.6-118-256|priority=14129
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A285IRE2|label=PF18859.6-62-194|priority=14107
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A7W7GX71|label=PF18859.6-74-206|priority=14125
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A285EAW7|label=PF18859.6-83-215|priority=14106
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A4R4X714|label=PF18859.6-59-189|priority=14112
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A7G8WI07|label=PF18859.6-86-218|priority=14117
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A7G6WLC9|label=PF18859.6-88-218|priority=14119
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A6P0H3T3|label=PF18859.6-68-200|priority=14108
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A0Q5VDA0|label=PF18859.6-81-213|priority=14135
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A4S5A4X0|label=PF18859.6-71-197|priority=14143
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A2N3YEL2|label=PF18859.6-35-165|priority=14126
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A852XI21|label=PF18859.6-39-169|priority=14133
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A1C6T5Q4|label=PF18859.6-84-216|priority=14127
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A2W2EYC0|label=PF18859.6-81-213|priority=14131
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A840NH06|label=PF18859.6-86-218|priority=14115
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A7W4W0I3|label=PF18859.6-70-197|priority=14110
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A6G7YIN8|label=PF18859.6-71-196|priority=14114
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A930VI24|label=PF18859.6-70-195|priority=14123
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A4S8QDB0|label=PF18859.6-90-215|priority=14111
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A3N0DUW8|label=PF18859.6-71-199|priority=14137
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A367YYP6|label=PF18859.6-73-198|priority=14138
A0A7Y7IFL4|label=PF18859.6-48-178|priority=14130	A0A495W4L2|label=PF18859.6-86-218|priority=14140
A0A5N8YBU5|label=PF18859.6-95-228|priority=14132	A0A5N8YBU5|label=PF18859.6-95-228|priority=14132
A4X8J2|label=PF18859.6-150-290|priority=14139	A4X8J2|label=PF18859.6-150-290|priority=14139
A0A166GU35|label=PF01643.23-1-82|priority=14144	A0A166GU35|label=PF01643.23-1-82|priority=14144
A0A449BJ49|label=PF01643.23-1-130|priority=14145	A0A449BJ49|label=PF01643.23-1-130|priority=14145
A0A1H9DU31|label=PF01643.23-5-133|priority=14148	A0A1H9DU31|label=PF01643.23-5-133|priority=14148
R7D1Z0|label=PF01643.23-7-127|priority=14149	R7D1Z0|label=PF01643.23-7-127|priority=14149
R7D1Z0|label=PF01643.23-7-127|priority=14149	A0A374WCG8|label=PF01643.23-9-130|priority=14153
A0A850R0T9|label=PF01643.23-2-132|priority=14150	A0A850R0T9|label=PF01643.23-2-132|priority=14150
A0A850R0T9|label=PF01643.23-2-132|priority=14150	K9E959|label=PF01643.23-3-135|priority=14168
A0A850R0T9|label=PF01643.23-2-132|priority=14150	A0A2V1MWF1|label=PF20791.3-148-248|priority=14192
A0A850R0T9|label=PF01643.23-2-132|priority=14150	Q04E57|label=PF20791.3-153-247|priority=14196
A0A850R0T9|label=PF01643.23-2-132|priority=14150	A0A0X8FM15|label=PF01643.23-2-131|priority=14167
A0A8T0IVI9|label=PF01643.23-118-248|priority=14156	A0A8T0IVI9|label=PF01643.23-118-248|priority=14156
A0A1L7I7S6|label=PF01643.23-1-123|priority=14159	A0A1L7I7S6|label=PF01643.23-1-123|priority=14159
A0A1L7I7S6|label=PF01643.23-1-123|priority=14159	A0A4S8RRN5|label=PF01643.23-1-128|priority=14160
A0A1L7I7S6|label=PF01643.23-1-123|priority=14159	A0A1L3JHD5|label=PF01643.23-1-126|priority=14161
A0A1Y4J275|label=PF01643.23-12-141|priority=14162	A0A1Y4J275|label=PF01643.23-12-141|priority=14162
A0A2W1N351|label=PF01643.23-2-131|priority=14163	A0A2W1N351|label=PF01643.23-2-131|priority=14163
L7LGL8|label=PF01643.23-17-150|priority=14169	L7LGL8|label=PF01643.23-17-150|priority=14169
F6DL37|label=PF01643.23-3-126|priority=14172	F6DL37|label=PF01643.23-3-126|priority=14172
A0A1X2EN90|label=PF01643.23-24-147|priority=14177	A0A1X2EN90|label=PF01643.23-24-147|priority=14177
A0A1S3ZU33|label=PF01643.23-1-108|priority=14178	A0A1S3ZU33|label=PF01643.23-1-108|priority=14178
A0A1G8FSL2|label=PF20791.3-151-245|priority=14181	A0A1G8FSL2|label=PF20791.3-151-245|priority=14181
A0A1G8FSL2|label=PF20791.3-151-245|priority=14181	A0A930XW84|label=PF01643.23-8-130|priority=14176
A0A1G8FSL2|label=PF20791.3-151-245|priority=14181	A0A653SC90|label=PF01643.23-9-136|priority=14180
A0A4R2LSU4|label=PF20791.3-144-222|priority=14184	A0A4R2LSU4|label=PF20791.3-144-222|priority=14184
